文本编号,单词数量-DESWC-03,句子数量-DESSC-02,年级,多样性-LDVOCDa（51）,密度-WRDFRQC（94）,复杂度-K,句子长度-DESSL（06）,短语长度-PhraseLength,短语密度-PhraseDensity,句子结构-SentenceStructure,句法相似-SYNSTRUT,局部连贯-LocalCoherence,整体连贯-GlobalCoherence,因果衔接-SMCAUSr-64,意图衔接-SMINTEr-65,时体衔接-SMTEMP-68,段落平均长度-DESPL-04,段落平均长度标准差-DESPLd-05
46.txt,224.0,14.0,3,93.03900146,2.308000088,-4.638943139411779,16.14299965,1.844999999,196.42867021666663,13.39299965,0.0944999974999999,0.3573333323333332,0.2235520895009985,,,,7.0,1.414000034
47.txt,197.0,18.0,1,74.23000336,2.382999897,4.602210076935393,10.94400024,1.6869999770000002,226.73433174,8.460333508,0.1799999995,0.196333329,-0.0816278943438711,0.082999997,0.181999996,0.764999986,9.0,0.0
47.txt,138.0,17.0,2,90.22399902,2.336999893,-1.0206829048080976,8.118000031,1.7669999895,236.7146632,2.415333271,0.1494999975,0.1049999993333333,-0.3267998798217412,0.090999998,0.286000013,0.906000018,,
47.txt,192.0,12.0,3,81.59600067,2.220999956,1.2807880243556724,16.25,2.3939999045,223.95833079333332,8.680666607666666,0.0995000004999999,0.277,0.0887513111294493,0.166999996,0.5,0.908999979,6.0,1.414000034
48.txt,155.0,13.0,1,,,,11.92300034,2.4844999615,195.69900003333336,2.150666713666667,0.1519999955,0.1353333343333333,-0.1973592539817486,0.300000012,0.400000006,1.0,6.5,2.121000051
48.txt,168.0,16.0,2,99.07800293,2.299999952,-0.5359405555691552,10.56299973,1.240500003,222.22200266,9.920666376666668,0.097000003,0.161666669,-0.2556435377770923,0.333000004,0.5,0.866999984,8.0,1.414000034
48.txt,163.0,10.0,3,103.6340027,2.154000044,-4.022046044302982,16.29999924,1.9764999745,220.85900117666665,10.225000382666666,0.105999999,0.331666666,0.0576340107834278,0.600000024,0.57099998,0.777999997,5.0,1.414000034
49.txt,149.0,12.0,1,73.68299866,2.467000008,5.1885779687767695,12.41699982,1.9164999725,217.00199890333337,11.185666878666666,0.1395,0.1980000053333333,-0.1302405068323465,0.5,0.222000003,0.864000022,6.0,2.828000069
49.txt,237.0,17.0,2,101.2099991,2.121000051,-5.867121857514249,14.0,2.0424999595,210.9706675333333,5.625666617666667,0.0854999985,0.251666665,-0.0910787295638845,0.300000012,0.5,0.938000023,8.5,3.536000013
49.txt,213.0,16.0,3,69.84799957,2.246999979,2.447423022613662,13.5,1.3924999835,247.26132708666668,17.214667004333332,0.120500002,0.3386666676666667,0.2560654566239695,0.090999998,0.181999996,0.800000012,8.0,1.414000034
5.txt,157.0,13.0,1,62.77099991,2.318000078,0.8797236348777062,12.07699966,1.615999997,222.9299977533333,12.738666692666667,0.1354999989999999,,,0.5,0.222000003,0.958000004,6.5,0.707000017
5.txt,144.0,11.0,2,,,,13.0909996,2.8009999095,217.59266662666667,11.573999882333332,0.1280000025,0.2053333346666666,-0.3305126850935669,0.25,0.42899999,1.0,5.5,2.121000051
5.txt,212.0,16.0,3,83.58799744,2.108999968,-4.804406441034018,13.25,3.140000105,212.26433313333337,3.1446666716666667,0.1414999965,0.2226666706666666,-0.1901840288774637,0.0,0.200000003,0.899999976,8.0,1.414000034
50.txt,205.0,11.0,1,87.6989975,2.267999887,2.520554913713184,18.72699928,2.1134999695,230.89433286666667,13.007999579333337,0.0830000009999999,0.2649999956666666,0.1461421724929152,0.600000024,0.42899999,0.699999988,5.5,2.121000051
50.txt,212.0,18.0,2,84.21600342,2.276000023,-2.4328233067992073,11.83300018,1.702500045,232.70433553333336,6.289333343666667,0.1635000035,0.247333328,-0.0606963402576111,0.25,0.875,0.824000001,9.0,5.657000065
50.txt,198.0,14.0,3,79.41799927,2.427999973,4.159682638387352,14.14299965,2.7499999405000004,220.53899892,13.467999773333332,0.147,0.227000003,-0.1668011860663753,0.300000012,0.5,0.808000028,7.0,2.828000069
51.txt,210.0,15.0,1,,,,14.19999981,2.0244999825,241.26966857333332,14.285999936666668,0.1255000044999999,0.255999996,0.0534589348601326,0.100000001,0.25,0.643000007,7.5,3.536000013
51.txt,139.0,12.0,2,,,,11.58300018,2.647000104,213.42933401333332,2.3979999223333333,0.1064999995,,,0.273000002,0.42899999,0.908999979,6.0,4.243000031
51.txt,200.0,15.0,3,70.29199982,2.378999949,3.9439594215372864,13.39999962,1.294999987,226.66666666666663,8.333333333333334,0.09,0.271666671,0.1026526011620819,0.143000007,0.286000013,0.963999987,7.5,2.121000051
52.txt,190.0,14.0,1,106.663002,2.381000042,0.1689543524810233,13.5710001,2.1875,231.57866923333336,8.771999993333333,0.0960000005,0.3116666676666667,-0.0276078637320192,0.57099998,0.363999993,0.846000016,7.0,1.414000034
52.txt,145.0,9.0,2,111.1220016,2.270999908,-2.61101439408759,16.33300018,1.396500021,222.98833210333336,13.793333528666665,0.096500002,0.2926666686666666,0.0620292568394221,,,,4.5,2.121000051
52.txt,197.0,16.0,3,80.40299988,2.239000082,-1.5602883745990963,12.31299973,1.5379999875,221.65833790666667,6.7683334366666665,0.1400000005,0.2863333423333333,-0.0300359903426989,0.286000013,0.375,0.899999976,8.0,2.828000069
53.txt,189.0,12.0,1,113.189003,2.453000069,3.529395951316161,15.83300018,2.8854998944999997,220.4583308,12.345666566666663,0.1345000005,0.2946666579999999,0.0079820852044024,0.42899999,0.713999987,0.726999998,6.0,0.0
53.txt,127.0,10.0,2,79.59300232,2.197999954,1.5891006568299275,12.69999981,2.2035000325,244.0943298,10.498666604,0.125500001,,,0.400000006,0.333000004,0.888999999,5.0,1.414000034
53.txt,213.0,16.0,3,85.87799835,2.229000092,-1.4722550590343246,13.31299973,2.2599999905,230.0466741,9.390000026666668,0.1209999995,0.2520000093333333,0.0310188195961281,0.286000013,0.777999997,0.800000012,8.0,1.414000034
54.txt,191.0,11.0,1,79.01699829,2.338999987,4.211094730619664,17.54500008,2.4025000335,235.60199735,15.706665993333331,0.103,0.2653333419999999,0.1725205939249298,0.286000013,0.444000006,0.75,5.5,0.707000017
54.txt,184.0,13.0,2,91.35700226,2.072999954,-0.8468203019690037,14.38500023,2.20600003,230.07232921333332,18.11600049333333,0.1219999975,0.3376666656666667,0.0179017891160507,0.090999998,0.666999996,0.791999996,6.5,0.707000017
54.txt,205.0,15.0,3,85.2519989,2.357000113,3.1418153320515643,13.7329998,1.900000006,201.62599946666668,13.007999738666667,0.103500001,0.163999997,-0.0395108239971689,0.0,0.222000003,0.92900002,7.5,0.707000017
55.txt,275.0,22.0,1,86.85099792,2.260999918,0.9183453483854578,12.5909996,2.178499967,224.24232736666667,8.484666587,0.1124999969999999,0.248666664,-0.0615680645955598,0.166999996,0.100000001,0.833000004,11.0,5.657000065
55.txt,162.0,15.0,2,102.0830002,2.351000071,2.330605363011486,10.93299961,2.003499985,224.28000384000003,18.51866610966667,0.148000002,0.2363333256666666,-0.0564071639306261,0.111000001,0.5,0.856999993,7.5,3.536000013
55.txt,171.0,17.0,3,100.2220001,2.24000001,-1.4591175012198363,10.17599964,1.980499953,210.52633410666667,9.74666691,0.1789999975,0.2489999956666666,-0.0240218351420553,0.363999993,0.300000012,0.75,8.5,2.121000051
56.txt,189.0,12.0,1,72.25299835,2.296000004,-1.7418770073803105,15.83300018,2.758500084,229.2766698,5.290999889,0.1250000035,0.3873333256666667,0.28079299674968,0.222000003,0.286000013,0.818000019,6.0,0.0
56.txt,189.0,13.0,2,118.5780029,2.11500001,-4.629001109234366,14.53800011,3.0369999109999997,220.45833588666667,10.582000093333331,0.1005000024999999,0.2813333323333333,-0.0857829956320166,0.25,0.5,1.0,6.5,3.536000013
56.txt,203.0,15.0,3,81.6269989,2.22300005,-2.6509390023273056,13.53299999,2.8544999955,221.67500303333335,11.494333585666666,0.1284999995,0.2999999946666666,-0.0879493803399585,0.400000006,0.666999996,0.856999993,7.5,2.121000051
57.txt,185.0,16.0,1,82.22200012,2.388999939,5.964450842857559,11.56299973,2.0964999795,210.8106715,5.40533336,0.1620000005,,,0.0,0.42899999,0.933000028,8.0,1.414000034
57.txt,136.0,14.0,2,81.41600037,2.302999973,-2.8756613553798474,9.713999748,1.4140000045,235.29399618,4.90200011,0.133999996,0.335333335,-0.1886686287866338,0.0,0.0,0.88499999,7.0,2.828000069
57.txt,217.0,13.0,3,62.2840004,2.298000097,1.378059493536938,16.7689991,2.8819999995,211.98166402333337,9.216333388,0.107000001,0.4153333356666667,0.0452733610783944,0.333000004,0.600000024,0.833000004,6.5,0.707000017
58.txt,166.0,10.0,1,,,,16.60000038,2.173000038,238.9560038333333,16.0643336,0.1099999995,0.3806666683333333,0.1741150149747024,0.166999996,0.42899999,0.944000006,5.0,0.0
58.txt,171.0,12.0,2,48.20000076,2.273000002,2.096980893143254,14.25,2.2364999655,226.12066396666668,11.69600026,0.1489999965,0.283999992,-0.0425229003384972,0.200000003,0.200000003,0.818000019,6.0,0.0
58.txt,220.0,16.0,3,90.45899963,2.375999928,0.3287325345359022,13.75,2.066999972,222.7273305266667,10.60599963,0.1364999935,0.2976666663333333,0.1640470181536182,0.100000001,0.111000001,0.933000028,8.0,2.828000069
59.txt,240.0,20.0,1,92.2440033,2.328000069,-0.9480260025794108,12.0,2.1900000275,226.389005,5.555666605666667,0.151999995,0.306666677,-0.1723733134552993,0.143000007,0.071000002,0.867999971,10.0,1.414000034
59.txt,208.0,13.0,2,80.43099976,2.306999922,0.4830936111048345,16.0,2.1950000225,206.73100283333335,6.410333633333334,0.136,0.3109999993333333,-0.0178644176698197,0.375,0.555999994,0.916999996,6.5,2.121000051
59.txt,191.0,16.0,3,77.72399902,2.448999882,0.9823361401659554,11.93799973,1.911999971,219.89532980333337,6.98066648,0.137500003,0.153666669,-0.0945666406614411,,,,8.0,1.414000034
6.txt,158.0,13.0,1,70.61799622,2.328000069,2.9177180992508625,12.15400028,1.8550000485,217.29965973333336,10.548666636666669,0.1665000019999999,0.2380000003333333,0.1304133451076256,0.375,0.077,0.791999996,6.5,4.949999809
6.txt,125.0,11.0,2,109.2600021,2.346999884,2.779505484405149,11.27299976,1.477000028,224.0,10.666666666666666,0.1315000055,0.196000005,-0.3291682629279553,0.166999996,0.5,0.949999988,5.5,2.121000051
6.txt,197.0,17.0,3,91.10399628,2.279999971,2.835981862306241,11.76500034,1.381500006,228.42667261666668,18.61266708466667,0.164499998,0.2286666656666666,-0.1856367700590099,0.125,0.5,0.938000023,8.5,2.121000051
60.txt,173.0,12.0,1,79.30899811,2.275000095,-0.7054248967117047,14.41699982,2.1355000134999997,229.28700511333332,5.7803332,0.1290000005,0.1579999973333333,0.0258627417683329,0.200000003,0.5,1.0,6.0,2.828000069
60.txt,147.0,9.0,2,74.69000244,2.213999987,-1.442659081786246,16.33300018,2.516000062,229.02500153333335,11.338000137666668,0.0940000005,,,0.0,0.800000012,0.813000023,4.5,0.707000017
60.txt,207.0,15.0,3,56.79899979,2.349999905,0.0546384235399131,13.86699963,1.902499944,228.6636708433333,12.882333913666669,0.1345000045,0.3653333336666666,0.0368786105367231,0.5,0.166999996,0.75,7.5,2.121000051
61.txt,196.0,14.0,1,67.5739975,2.308000088,3.6295289515236537,,,,,,0.2396666703333333,-0.1731232497634047,0.0,0.375,0.88499999,7.0,2.828000069
61.txt,236.0,18.0,2,69.23999786,2.305000067,1.5753801226163375,13.11100006,1.972500026,230.22600303333337,7.062000273333333,0.129999999,0.3589999973333333,-0.1301948468813472,0.0,0.666999996,0.824000001,9.0,2.828000069
61.txt,187.0,13.0,3,89.82800293,2.118999958,-6.323287315684539,14.53800011,2.620000124,219.25133769333337,10.694999693333337,0.112000003,0.2556666683333333,0.1051350973029779,0.0,0.5,0.916999996,6.5,2.121000051
62.txt,154.0,13.0,1,100.6029968,2.453999996,5.2331717087573395,11.92300034,1.8949999955,212.12133278,12.987333933333334,0.134999998,0.267333336,-0.1069274531191678,0.666999996,0.333000004,0.791999996,6.5,2.121000051
62.txt,193.0,13.0,2,89.74199677,2.325999975,3.5807848459768508,14.92300034,2.4279999735,243.52367145,6.908333301,0.098999999,0.403000002,-0.0886520788190443,0.143000007,0.166999996,0.875,6.5,3.536000013
62.txt,225.0,10.0,3,99.2009964,1.889000058,-9.0514618630788,,,,,,,,,,,5.0,1.414000034
63.txt,239.0,10.0,1,79.2559967,2.390000105,4.565191797524662,,,,,,,,0.666999996,0.5,0.944000006,5.0,0.0
63.txt,172.0,13.0,2,77.66699982,2.35800004,0.7910532944680284,13.23099995,1.4075000285,236.43399810666665,5.813999813333333,0.1150000019999999,0.3253333323333333,0.0507424899824372,0.75,0.100000001,0.916999996,6.5,0.707000017
63.txt,212.0,17.0,3,92.59700012,2.388999939,4.53250727898596,12.64700031,2.6134999100000003,223.2703323433333,11.00633335,0.166000001,0.313666669,0.1501951057827999,0.166999996,0.25,0.938000023,8.5,0.707000017
64.txt,195.0,15.0,1,86.58799744,2.397000074,1.2772534065275067,13.06700039,1.784500033,222.22233581666669,10.256333353333334,0.1295000015,0.2590000033333333,0.0621978018475908,0.25,0.111000001,0.82099998,7.5,0.707000017
64.txt,143.0,10.0,2,88.59600067,2.335000038,3.828655484856952,14.30000019,2.8790000974999996,233.09999847666668,4.6620000206666665,0.1314999985,0.2270000029999999,-0.0986583781343165,0.5,0.375,0.666999996,5.0,1.414000034
64.txt,193.0,16.0,3,85.00900269,2.124000072,-3.967906531796416,12.06299973,1.6954999865,252.15867103333335,8.63566653,0.150500007,0.208333336,-0.0806808558479833,0.166999996,0.231000006,0.899999976,8.0,1.414000034
65.txt,237.0,20.0,1,93.72799683,2.308000088,1.4732451891893843,11.94999981,2.046999991,210.97066497333333,5.626000086666667,0.1840000004999999,0.254666671,0.0706452402399064,0.333000004,0.153999999,0.788999975,10.0,1.414000034
65.txt,223.0,16.0,2,,,,,,,,,0.1576666683333333,-0.2104631005651121,0.090999998,0.273000002,0.899999976,8.0,5.657000065
65.txt,232.0,21.0,3,74.4509964,2.471999884,7.262447463440125,11.14299965,2.1535000505,235.63233439333337,12.930999756666669,0.1909999995,0.2376666703333333,-0.1759952147069919,0.375,0.416999996,0.824999988,10.5,0.707000017
66.txt,232.0,16.0,1,86.97299957,2.440999985,1.715415964941613,14.56299973,2.1215000005,234.1953328333333,8.620666664333333,0.1195,0.3220000043333333,0.2269094074947665,0.444000006,0.545000017,0.666999996,8.0,1.414000034
66.txt,143.0,8.0,2,76.91600037,2.447000027,0.3998479655002569,,,,,,,,,,,4.0,2.828000069
66.txt,197.0,20.0,3,108.3860016,2.259000063,-3.40985779797748,9.899999619,1.708499998,219.96600087333331,16.92033354666667,0.1985,0.142000003,-0.2332502524070133,0.077,0.100000001,0.842000008,10.0,1.414000034
67.txt,,,1,74.19999695,2.181999922,0.8280955910875463,11.26099968,1.602499962,226.09800212666664,5.167999903666667,0.1574999985,0.299333339,-0.0145456014792972,0.0,0.100000001,0.908999979,,
67.txt,140.0,10.0,2,,,,,,,,,0.3926666676666666,0.1506055685144827,0.125,0.375,1.0,5.0,1.414000034
67.txt,200.0,11.0,3,,,,18.18199921,3.0365000364999997,201.66666666666663,8.333333333333334,0.081500001,,,0.143000007,0.166999996,1.0,5.5,2.121000051
68.txt,203.0,20.0,1,68.87400055,2.434000015,1.34470350189234,,,,,,0.237666674,-0.1303623924655828,0.082999997,0.063000001,0.842000008,10.0,4.243000031
68.txt,158.0,14.0,2,68.59999847,2.438999891,4.734426624795773,11.28600025,1.933000058,251.05466716666663,10.548333325333331,0.138000004,0.2413333283333333,-0.0219890778256169,0.100000001,0.25,0.922999978,7.0,2.828000069
68.txt,249.0,14.0,3,,,,17.85700035,3.0210000575,203.4803314,4.016000113333333,0.097999997,0.3199999953333333,0.0978518921638386,0.25,0.57099998,1.0,7.0,0.0
69.txt,234.0,14.0,1,89.41100311,2.243000031,-1.5757185689056712,16.7140007,2.3259999455,220.79766590666668,11.396333696,0.1065,0.272000007,-0.1262810015850959,0.57099998,0.333000004,0.768999994,7.0,2.828000069
69.txt,149.0,9.0,2,80.43699646,2.40899992,1.424923322544558,16.77799988,3.2249999645,217.0020039866667,8.948333582,0.1059999985,0.4629999996666666,0.4452122844804896,0.75,0.333000004,1.0,4.5,0.707000017
69.txt,278.0,14.0,3,,,,20.2140007,3.486499995,218.22566733333335,10.791333197999998,0.1105000005,0.268333336,0.1120154973472851,0.333000004,0.333000004,0.962000012,7.0,0.0
7.txt,147.0,10.0,1,86.15299988,2.328000069,4.736870366954292,,,,,,0.3800000003333333,0.1624244142963827,0.625,0.333000004,1.0,5.0,0.0
7.txt,111.0,10.0,2,93.81800079,2.355000019,0.1827121979426067,10.89999962,2.4334999025000004,216.21599576666668,6.005999883333334,0.1685000065,0.289666665,0.011359304833641,0.25,0.300000012,0.944000006,5.0,2.828000069
7.txt,212.0,10.0,3,102.0680008,2.160000086,-2.658813018015479,21.29999924,2.586000055,210.69199880333335,17.295666696,0.0819999985,0.350666667,0.25611360274213,0.42899999,0.143000007,1.0,5.0,0.0
70.txt,192.0,14.0,1,89.10099792,2.361999989,3.412089109831427,13.71399975,1.9990000125,213.54166412666663,5.208333333333333,0.0984999984999999,0.289999992,-0.0159291779896103,0.166999996,0.090999998,0.922999978,7.0,1.414000034
70.txt,163.0,11.0,2,73.67700195,2.177000046,-0.7170644388528729,14.81799984,2.4979998765,216.76866913333333,4.090000153333333,0.1160000005,0.4173333246666666,0.3378916038016003,0.333000004,0.333000004,0.800000012,5.5,0.707000017
70.txt,268.0,15.0,3,99.46800232,1.886999965,-10.74639953084658,17.86700058,2.8650000395,228.8556671,8.706333319333334,0.132000003,0.2316666593333333,0.0133002415853719,0.166999996,0.5,0.893000007,7.5,2.121000051
71.txt,185.0,13.0,1,,,,14.15400028,2.161000043,214.41467283333336,5.40500021,0.1195,0.2923333323333333,0.0107722331410866,0.713999987,0.333000004,0.875,6.5,2.121000051
71.txt,187.0,17.0,2,63.42200089,2.450999975,3.640654441776917,11.05900002,1.1994999945,229.94667433666663,14.260332743333333,0.1669999955,0.4370000063333333,0.1826819608580165,0.5,0.286000013,0.75,8.5,3.536000013
71.txt,238.0,11.0,3,,,,21.63599968,3.4619999530000003,218.48766583333335,8.403333026666667,0.072000001,0.3516666639999999,0.1372554216895579,,,,5.5,0.707000017
72.txt,240.0,21.0,1,74.20700073,2.306999922,0.976029862163287,11.4289999,2.0499999525,230.5556665933333,6.944666545666667,0.1735000015,0.241333337,-0.0854378416071631,0.363999993,0.583000004,0.899999976,10.5,0.707000017
72.txt,154.0,15.0,2,79.6210022,2.375,5.04452281528647,10.2670002,1.766500056,222.943662,12.987333776,0.18,0.1269999976666666,-0.2762715628571131,0.0,0.0,0.786000013,7.5,3.536000013
72.txt,248.0,15.0,3,,,,16.53300095,2.3569999935,243.27933756666667,6.720666408333334,0.130000003,0.227333331,-0.0758146112345229,0.0,0.42899999,0.82099998,7.5,2.121000051
73.txt,241.0,14.0,1,95.1969986,2.421999931,4.204964067446113,17.2140007,1.815999955,221.29999540333333,8.298666636,0.096499998,0.4086666753333333,0.1456518490099112,0.625,0.356999993,0.653999984,7.0,0.0
73.txt,196.0,20.0,2,87.0019989,2.321000099,3.663259004344482,9.850000381,1.534500003,250.00000510000004,5.10199992,0.158500001,0.283000007,-0.1452857783178288,0.25,0.181999996,0.921000004,10.0,4.243000031
73.txt,256.0,11.0,3,,,,,,,,,,,0.400000006,0.713999987,0.850000024,5.5,0.707000017
74.txt,146.0,14.0,1,101.0210037,2.332000017,0.937149305317334,10.4289999,1.555000007,210.04566444666668,6.849333446666667,0.153499998,0.1113333353333333,-0.3422418228068733,0.333000004,0.0,0.846000016,7.0,4.243000031
74.txt,164.0,18.0,2,85.9240036,2.40199995,0.4906849765647934,,,,,,0.1863333286666666,-0.0694122322555375,0.077,0.111000001,0.882000029,9.0,2.828000069
74.txt,218.0,13.0,3,87.46199799,2.102999926,-3.1719024494459234,16.7689991,3.7875000235,227.82865907333337,10.703333536333332,0.1510000005,0.3153333316666667,0.1745280007235794,0.0,0.125,0.833000004,6.5,0.707000017
75.txt,169.0,17.0,1,104.3460007,2.411999941,3.8171771266005265,9.940999985,1.6859999895000002,218.93500520666663,5.916999816666666,0.1499999985,0.1993333326666666,-0.231732108367242,0.082999997,0.111000001,0.938000023,8.5,0.707000017
75.txt,163.0,18.0,2,,,,9.111000061,2.1055000125,216.7690048333333,14.315000536333336,0.1939999985,0.178999995,-0.3869225870624571,0.082999997,0.800000012,0.940999985,9.0,4.243000031
75.txt,241.0,14.0,3,,,,17.2140007,2.4050000605,236.51466373333335,8.298999786,0.111999996,0.27366666,-0.0872142944046883,0.0,0.333000004,0.808000028,7.0,4.243000031
76.txt,238.0,15.0,1,73.40299988,2.463000059,7.966087519925537,15.86699963,1.160000026,231.09267171,11.204666454,0.101999998,0.3630000056666666,0.1535413109644247,0.25,0.444000006,0.856999993,7.5,0.707000017
76.txt,229.0,13.0,2,91.23600006,2.069000006,-5.661469453525456,17.61499977,1.612500042,221.25166575666665,13.100666998666666,0.0650000015,0.4139999993333333,0.2639356896000975,0.0,0.0,0.875,6.5,0.707000017
76.txt,261.0,14.0,3,,,,,,,,,0.2836666579999999,0.1332640814925699,0.090999998,0.333000004,0.922999978,7.0,1.414000034
77.txt,175.0,14.0,1,68.25499725,2.309000015,5.382945922276633,12.5710001,1.3309999405,230.47633110333337,7.619000116666666,0.137000002,0.4176666659999999,0.2333114077704945,0.0,0.0,0.922999978,7.0,0.0
77.txt,130.0,12.0,2,62.84700012,2.305999994,0.8248002695087138,10.83300018,1.509499997,212.82033537333336,7.692333219999999,0.1845000015,0.2676666653333333,0.1833124646140583,0.111000001,0.0,1.0,6.0,4.243000031
77.txt,264.0,13.0,3,105.9079971,2.099999905,-7.1297095019590415,20.30800056,3.026499897,222.2223332666667,7.575666426666667,0.0890000015,,,0.200000003,0.875,0.958000004,6.5,2.121000051
78.txt,257.0,18.0,1,,,,14.27799988,1.8444999755,228.27532703333335,6.485000134666667,0.135499999,0.2439999953333333,-0.047654659913074,0.077,0.125,0.675999999,9.0,1.414000034
78.txt,118.0,8.0,2,105.5950012,2.414999962,3.3344157071523313,14.875,3.2190000115,192.0903269733333,5.650000253999999,0.0830000005,0.3833333353333333,-0.019542285028952,0.75,0.5,0.643000007,4.0,2.828000069
78.txt,233.0,12.0,3,97.42700195,2.061000109,-10.425818982925698,19.41699982,2.3410000205,238.91266883333333,8.583666482333333,0.0595000015,,,,,,6.0,1.414000034
79.txt,196.0,13.0,1,98.17099762,2.203999996,1.0277869526961183,15.23099995,1.8189999465,227.89132943333337,3.4013334900000003,0.124999996,0.2946666676666666,0.0017410974003837,0.0,0.25,0.833000004,6.5,0.707000017
79.txt,176.0,12.0,2,95.18099976,2.280999899,-0.739188702284622,14.66699982,2.171999991,200.75766247,5.68200016,0.129499994,0.3493333263333333,0.0585405800541746,,,,6.0,1.414000034
79.txt,259.0,15.0,3,95.48400116,2.065999985,-2.7455518131232424,17.2670002,2.2770000395,220.07700603333333,9.009000144,0.09,0.3043333393333333,-0.024192627445418,0.25,0.363999993,0.963999987,7.5,0.707000017
8.txt,172.0,15.0,1,79.10700226,2.178999901,3.0303942431339266,11.46700001,1.8910000025,230.62000274,7.752000173333333,0.1264999995,0.342666673,0.0768974955270301,0.0,0.125,0.75,7.5,3.536000013
8.txt,155.0,13.0,2,64.17299652,2.348999977,4.974957048914661,11.92300034,1.818999976,221.50533294666664,10.752666473333337,0.1224999985,0.297333335,0.1018060768154784,0.0,0.0,0.916999996,6.5,3.536000013
8.txt,242.0,16.0,3,73.25099945,2.142999887,-8.476990911765967,15.25,2.9300000964999997,227.27266693333337,9.641666412666668,0.109499998,,,0.400000006,0.625,0.800000012,8.0,0.0
80.txt,155.0,9.0,1,74.30500031,2.525000095,3.719108305276251,17.33300018,2.701499939,215.05366516666663,6.451666673666666,0.129499994,,,0.800000012,0.166999996,0.875,4.5,2.121000051
80.txt,157.0,11.0,2,79.15699768,2.131000042,-0.9511652864852352,14.18200016,2.467500001,220.80666605666667,2.122999986,0.173499994,0.2770000073333333,0.1181088937550257,0.143000007,0.333000004,1.0,5.5,0.707000017
80.txt,292.0,13.0,3,92.84700012,2.147000074,-4.30590861939001,22.46199989,3.144999951,234.01799516666668,11.415666421333333,0.0890000015,0.2520000016666666,0.1012864690066788,0.222000003,0.666999996,0.791999996,6.5,0.707000017
81.txt,186.0,15.0,1,80.07499695,2.410000086,1.844513548659549,12.39999962,1.8444999455,240.14333596333336,14.336999893333331,0.149500005,0.2203333353333333,-0.0571889064932952,0.125,0.286000013,0.786000013,7.5,2.121000051
81.txt,244.0,20.0,2,96.09400177,2.280999899,3.141870435007661,12.25,2.239499986,218.57932788666668,8.196666876666667,0.153000005,0.1626666686666666,-0.1396282656918899,0.307999998,0.600000024,0.815999985,10.0,2.828000069
81.txt,243.0,12.0,3,103.461998,2.084000111,-5.558926256263163,20.25,3.467000097,213.99200187,12.345333098,0.092,0.4523333363333333,0.1205858242888923,0.222000003,0.713999987,0.908999979,6.0,1.414000034
82.txt,229.0,18.0,1,108.9779968,2.217000008,-3.975643264521466,12.72200012,2.2569999995,227.07433573333333,7.278000195333334,0.1175000035,0.299333334,-0.1553092497806423,0.090999998,0.333000004,0.764999986,9.0,1.414000034
82.txt,178.0,12.0,2,74.06400299,2.424000025,1.1528522137523254,14.83300018,1.5450000165,226.59200284333335,11.23600006,0.085499998,0.272666658,0.0073374185713411,0.0,0.0,0.864000022,6.0,2.828000069
82.txt,289.0,16.0,3,90.67700195,2.032000065,-6.2627555312953405,,,,,,0.2946666703333333,-0.1377921666859399,0.5,0.455000013,0.933000028,8.0,0.0
83.txt,195.0,15.0,1,76.37400055,2.448999882,6.973885661004658,13.13300037,1.8879999815,218.80333965,6.837666671,0.1494999975,0.353666673,0.0479320321333546,0.25,0.200000003,0.75,7.5,0.707000017
83.txt,191.0,20.0,2,75.53900146,2.329999924,4.958983931248326,9.550000191,1.6339999735,244.32832843666665,10.471333187,0.156000003,0.2333333316666666,-0.1476046261919625,0.153999999,0.214000002,0.921000004,10.0,5.657000065
83.txt,194.0,11.0,3,108.8320007,2.019999981,-3.944792561631488,17.63599968,2.4755000469999997,214.77633664,6.872999986666667,0.1044999995,0.2283333416666666,0.0744297761510053,0.333000004,0.375,0.800000012,5.5,2.121000051
84.txt,214.0,15.0,1,74.3219986,2.434999943,3.775136605691486,14.2670002,1.7240000365,235.20233152,7.788000106666666,0.1175,0.224999999,-0.1541307578279972,0.625,0.5,0.92900002,7.5,2.121000051
84.txt,164.0,12.0,2,64.81800079,2.332999945,0.2781363133425572,13.66699982,1.8819999695,215.44733430333335,6.097666579999999,0.157499999,0.2966666643333334,0.0461565078027463,0.42899999,0.666999996,0.954999983,6.0,1.414000034
84.txt,233.0,14.0,3,83.23799896,2.190999985,-2.4268357416547133,16.64299965,3.0014999510000004,221.74532573333332,10.014333090333333,0.084999997,0.3246666589999999,0.0848130124162808,0.143000007,0.222000003,0.691999972,7.0,1.414000034
85.txt,,,1,74.48799896,2.371000051,2.3709076017200488,11.17399979,1.3839999435,204.9286740566667,5.188000043333333,0.1435,0.2990000049999999,0.0484294788051733,0.294,0.416999996,0.885999978,,
85.txt,181.0,13.0,2,,,,,,,,,0.2280000003333333,0.1128420142428192,0.286000013,0.200000003,1.0,6.5,0.707000017
85.txt,234.0,20.0,3,91.36499786,2.285000086,-1.39079022778364,11.69999981,2.0000000595,222.22232816666664,14.245000203333332,0.1719999985,0.2333333343333333,-0.2043524028131523,0.111000001,0.286000013,0.788999975,10.0,2.828000069
