文本编号,局部连贯-CRFAO1（29）,局部连贯-CRFSO1（30）,局部连贯-LSASS1(40),整体连贯-CRFAOa（32）,整体连贯-CRFSOa（33）,整体连贯-LSASSp（42）,整体连贯-LSAPP1（44）,整体连贯-LSAGN（46）,年级
58.txt,0.666999996,0.133000001,0.093000002,0.723999977,0.200000003,0.135000005,0.395999998,0.307000011,3
59.txt,0.333000004,0.067000002,0.061000001,0.467000008,0.133000001,0.088,0.455000013,0.264999986,3
6.txt,0.375,0.187999994,0.123000003,0.36500001,0.112999998,0.115000002,0.495000005,0.312999994,3
60.txt,0.713999987,0.286000013,0.096000001,0.588999987,0.167999998,0.086999997,0.508000016,0.263999999,3
61.txt,0.583000004,0.082999997,0.101000004,0.652999997,0.200000003,0.148000002,0.462000012,0.273999989,3
62.txt,0.666999996,0.333000004,0.141000003,0.711000025,0.356000006,0.160999998,0.485000014,0.25,3
63.txt,0.75,0.063000001,0.128000006,0.69599998,0.122000001,0.128000006,0.589999974,0.291999996,3
64.txt,0.467000008,0.067000002,0.090999998,0.495000005,0.075999998,0.098999999,0.432999998,0.230000004,3
65.txt,0.550000012,0.050000001,0.112999998,0.400000006,0.064999998,0.079000004,0.432000011,0.250999987,3
66.txt,0.263000011,0.052999999,0.109999999,0.344999999,0.068999998,0.086999997,0.391000003,0.256000012,3
67.txt,0.699999988,0.0,0.120999999,0.763999999,0.217999995,0.201000005,0.349999994,0.27700001,3
68.txt,0.537999988,0.307999998,0.114,0.611999989,0.282000005,0.151999995,0.583999991,0.275999993,3
69.txt,0.61500001,0.077,0.112999998,0.671000004,0.165000007,0.120999999,0.456,0.263000011,3
7.txt,0.777999997,0.111000001,0.163000003,0.822000027,0.111000001,0.179000005,0.456999987,0.275999993,3
70.txt,0.57099998,0.0,0.123999998,0.578999996,0.126000002,0.142000005,0.419999987,0.254999995,3
71.txt,0.699999988,0.200000003,0.155000001,0.672999978,0.236000001,0.153999999,0.509000003,0.252000004,3
72.txt,0.42899999,0.214000002,0.039000001,0.483999997,0.188999996,0.081,0.421000004,0.226999998,3
73.txt,0.899999976,0.5,0.233999997,0.873000026,0.291000009,0.194000006,0.467999995,0.287,3
74.txt,0.666999996,0.166999996,0.112000003,0.720000029,0.226999998,0.115999997,0.495000005,0.248999998,3
75.txt,0.537999988,0.153999999,0.128999993,0.481999993,0.128999993,0.083999999,0.423999995,0.229000002,3
76.txt,0.691999972,0.077,0.082000002,0.681999981,0.152999997,0.108000003,0.556999981,0.252999991,3
77.txt,0.416999996,0.25,0.141000003,0.507000029,0.319999993,0.120999999,0.527999997,0.254999995,3
78.txt,0.545000017,0.545000017,0.173999995,0.646000028,0.368999988,0.159999996,0.488000005,0.270000011,3
79.txt,0.643000007,0.143000007,0.127000004,0.537,0.104999997,0.098999999,0.504000008,0.245000005,3
8.txt,0.866999984,0.467000008,0.214000002,0.610000014,0.31400001,0.166999996,0.572000027,0.312000006,3
80.txt,0.583000004,0.082999997,0.090000004,0.666999996,0.226999998,0.108999997,0.351999998,0.237000003,3
81.txt,0.818000019,0.363999993,0.174999997,0.676999986,0.231000006,0.136999995,0.388000011,0.247999996,3
82.txt,0.467000008,0.333000004,0.083999999,0.419,0.229000002,0.101000004,0.356999993,0.247999996,3
83.txt,0.600000024,0.0,0.085000001,0.617999971,0.164000005,0.104000002,0.572000027,0.238999993,3
84.txt,0.691999972,0.153999999,0.128000006,0.647000015,0.141000003,0.119999997,0.463999987,0.240999997,3
85.txt,0.421000004,0.210999995,0.068000004,0.358999997,0.116999999,0.112999998,0.414999992,0.270000011,3
86.txt,0.846000016,0.153999999,0.111000001,0.859000027,0.187999994,0.119000003,0.444999993,0.252000004,3
87.txt,0.312999994,0.063000001,0.068999998,0.312999994,0.112999998,0.067000002,0.497999996,0.25,3
88.txt,0.467000008,0.200000003,0.111000001,0.342999995,0.151999995,0.071999997,0.372999996,0.238000005,3
89.txt,0.5,0.071000002,0.097999997,0.558000028,0.158000007,0.086000003,0.368999988,0.223000005,3
9.txt,0.61500001,0.0,0.071999997,0.552999973,0.071000002,0.107000001,0.439999998,0.254000008,3
90.txt,0.555999994,0.333000004,0.138999999,0.421999991,0.377999991,0.104000002,0.48300001,0.252999991,3
91.txt,0.75,0.125,0.234999999,0.666999996,0.222000003,0.210999995,0.439999998,0.263999999,3
92.txt,0.699999988,0.200000003,0.090999998,0.490999997,0.217999995,0.104999997,0.513999999,0.25,3
93.txt,0.476000011,0.048,0.088,0.460999995,0.097000003,0.097000003,0.555999994,0.268000007,3
94.txt,0.467000008,0.067000002,0.082000002,0.42899999,0.162,0.119999997,0.409999996,0.26699999,3
95.txt,0.61500001,0.077,0.105999999,0.694000006,0.175999999,0.115000002,0.512000024,0.275999993,3
96.txt,0.833000004,0.082999997,0.122000001,0.746999979,0.119999997,0.136999995,0.444000006,0.252999991,3
97.txt,0.818000019,0.273000002,0.197999999,0.737999976,0.231000006,0.150999993,0.458999991,0.270000011,3
98.txt,0.307999998,0.0,0.044,0.317999989,0.152999997,0.077,0.469000012,0.246999994,3
99.txt,0.800000012,0.200000003,0.141000003,0.818000019,0.181999996,0.123999998,0.456,0.239999995,3
