文本编号,单词数量-DESWC-03,句子数量-DESSC-02,年级,多样性-LDVOCDa（51）,密度-WRDFRQC（94）,复杂度-K1,复杂度-K2,复杂度-K3,复杂度-K4,复杂度-K5,复杂度-K6+,短语长度-SYNLE（69）,短语长度-SYNNP（70）,短语密度-DRNP（76）,短语密度-DRVP（77）,短语密度-DRPP（79）,句子长度-DESSL（06）,句子结构-DRPVAL（80）,句子结构-DRNEG（81）,句子结构-DRINF（83）,句法相似-SYNSTRUTa（74）,句法相似-SYNSTRUTt（75）,局部连贯-CRFAO1（29）,局部连贯-CRFSO1（30）,局部连贯-LSASS1(40),整体连贯-CRFAOa（32）,整体连贯-CRFSOa（33）,整体连贯-LSASSp（42）,整体连贯-LSAPP1（44）,整体连贯-LSAGN（46）,因果衔接-SMCAUSr-64,意图衔接-SMINTEr-65,时体衔接-SMTEMP-68,段落平均长度-DESPL-04,段落平均长度标准差-DESPLd-05
71.txt,187,17,2,63.42200089,2.450999975,89.84,6.417,3.209,0.535,0.0,0.0,1.940999985,0.458000004,352.9410095,278.0750122,58.82400131,11.05900002,0.0,10.69499969,32.08599854,0.159999996,0.173999995,0.938000023,0.187999994,0.185000002,0.748000026,0.061000001,0.148000002,0.526000023,0.284000009,0.5,0.286000013,0.75,8.5,3.536000013
71.txt,238,11,3,84.74199677,1.815999985,73.251,9.877,9.465,3.704,1.646,1.647,5.90899992,1.014999986,344.5379944,201.6809998,109.2440033,21.63599968,12.60499954,0.0,12.60499954,0.067000002,0.077,0.699999988,0.200000003,0.155000001,0.672999978,0.236000001,0.153999999,0.509000003,0.252000004,0.125,1.0,1.0,5.5,0.707000017
72.txt,240,21,1,74.20700073,2.306999922,87.19,6.612,3.719,0.826,1.653,0.0,3.428999901,0.671000004,366.6669922,241.6670074,83.33300018,11.4289999,4.166999817,0.0,16.66699982,0.177000001,0.170000002,0.550000012,0.050000001,0.123999998,0.483999997,0.097000003,0.105999999,0.432000011,0.268000007,0.363999993,0.583000004,0.899999976,10.5,0.707000017
72.txt,154,15,2,79.6210022,2.375,90.196,3.268,2.614,1.307,1.961,0.0,2.933000088,0.600000024,337.6619873,227.272995,103.8960037,10.2670002,12.98700047,6.493999958,19.4810009,0.193000004,0.166999996,0.356999993,0.0,0.024,0.326000005,0.041999999,0.061000001,0.280999988,0.231000006,0.0,0.0,0.786000013,7.5,3.536000013
72.txt,248,15,3,102.5579987,1.784000039,71.255,8.907,6.883,5.263,4.858,2.835,4.0,0.713999987,379.0320129,221.7740021,129.0319977,16.53300095,8.06499958,4.032000065,8.06499958,0.141000003,0.119000003,0.42899999,0.214000002,0.039000001,0.483999997,0.188999996,0.081,0.421000004,0.226999998,0.0,0.42899999,0.82099998,7.5,2.121000051
73.txt,241,14,1,95.1969986,2.421999931,90.0,6.25,1.667,1.25,0.417,0.417,2.928999901,0.703000009,311.2030029,257.2609863,95.43599701,17.2140007,0.0,4.149000168,20.74699974,0.093999997,0.098999999,0.846000016,0.231000006,0.149000004,0.717999995,0.200000003,0.119000003,0.333999991,0.264999986,0.625,0.356999993,0.653999984,7.0,0.0
73.txt,196,20,2,87.0019989,2.321000099,89.394,5.051,3.03,1.01,1.01,0.505,2.5,0.569000006,382.6530151,265.3059998,102.0410004,9.850000381,0.0,0.0,15.30599976,0.166999996,0.150000006,0.526000023,0.210999995,0.112000003,0.428000003,0.061999999,0.066,0.470999986,0.252000004,0.25,0.181999996,0.921000004,10.0,4.243000031
73.txt,256,11,3,87.98300171,2.00999999,81.923,6.923,5.769,4.231,1.154,0.0,3.818000078,0.870000005,371.0939941,199.2189941,121.0940018,23.36400032,3.905999899,0.0,3.905999899,0.098999999,0.083999999,0.899999976,0.5,0.233999997,0.873000026,0.291000009,0.194000006,0.467999995,0.287,0.400000006,0.713999987,0.850000024,5.5,0.707000017
74.txt,146,14,1,101.0210037,2.332000017,87.162,7.432,2.703,1.351,1.351,0.0,2.5,0.610000014,308.2189941,239.7259979,82.19200134,10.4289999,0.0,0.0,20.54800034,0.148000002,0.158999994,0.231000006,0.0,0.103,0.259000003,0.012,0.079000004,0.294,0.230000004,0.333000004,0.0,0.846000016,7.0,4.243000031
74.txt,164,18,2,85.9240036,2.40199995,87.195,10.366,1.22,1.22,0.0,0.0,3.167000055,0.653999984,347.5610046,225.6100006,91.46299744,9.111000061,6.09800005,6.09800005,18.29299927,0.232999995,0.209000006,0.470999986,0.0,0.088,0.512000024,0.071999997,0.104000002,0.386000007,0.272000015,0.077,0.111000001,0.882000029,9.0,2.828000069
74.txt,218,13,3,87.46199799,2.102999926,83.857,8.072,6.278,0.448,0.897,0.448,6.769000053,0.805999994,330.2749939,261.4679871,91.74299622,16.7689991,4.586999893,9.173999786,18.34900093,0.156000003,0.145999998,0.666999996,0.166999996,0.112000003,0.720000029,0.226999998,0.115999997,0.495000005,0.248999998,0.0,0.125,0.833000004,6.5,0.707000017
75.txt,169,17,1,104.3460007,2.411999941,90.0,7.059,2.353,0.588,0.0,0.0,2.881999969,0.49000001,319.5270081,260.355011,76.92299652,9.940999985,0.0,0.0,17.75099945,0.149000004,0.150999993,0.437999994,0.063000001,0.097000003,0.374000013,0.052000001,0.101999998,0.214000002,0.263000011,0.082999997,0.111000001,0.938000023,8.5,0.707000017
75.txt,163,18,2,132.473999,2.395999908,87.805,7.317,3.049,0.61,0.61,0.0,3.5,0.711000025,294.4790039,239.2640076,116.564003,9.111000061,6.135000229,18.40500069,18.40500069,0.195999995,0.192000002,0.352999985,0.059,0.125,0.184,0.032000002,0.057,0.479999989,0.230000004,0.082999997,0.800000012,0.940999985,9.0,4.243000031
75.txt,241,14,3,116.1139984,1.812000036,71.064,8.511,10.213,5.532,2.128,2.554,4.071000099,0.739000022,352.696991,240.6640015,116.1829987,17.2140007,8.298999786,8.298999786,8.298999786,0.128999993,0.094999999,0.537999988,0.153999999,0.128999993,0.481999993,0.128999993,0.083999999,0.423999995,0.229000002,0.0,0.333000004,0.808000028,7.0,4.243000031
76.txt,238,15,1,73.40299988,2.463000059,93.305,2.929,2.929,0.418,0.418,0.0,1.667000055,0.652999997,373.9500122,239.4960022,79.83200073,15.86699963,4.202000141,4.202000141,25.20999908,0.098999999,0.104999997,0.786000013,0.214000002,0.089000002,0.716000021,0.179000005,0.158999994,0.382999986,0.305000007,0.25,0.444000006,0.856999993,7.5,0.707000017
76.txt,229,13,2,91.23600006,2.069000006,80.952,8.225,4.762,3.463,1.299,0.433,2.538000107,0.686999977,349.3450012,231.4409943,82.96900177,17.61499977,0.0,8.734000206,30.56800079,0.055,0.075000003,0.833000004,0.25,0.158999994,0.852999985,0.172999993,0.138999999,0.270999998,0.246999994,0.0,0.0,0.875,6.5,0.707000017
76.txt,261,14,3,98.71900177,1.815000057,70.498,9.579,10.345,5.364,2.682,1.532,5.071000099,1.07099998,337.1650085,195.4019928,111.1110001,18.64299965,0.0,3.83100009,7.663000107,0.115999997,0.114,0.691999972,0.077,0.082000002,0.681999981,0.152999997,0.108000003,0.556999981,0.252999991,0.090999998,0.333000004,0.922999978,7.0,1.414000034
77.txt,175,14,1,68.25499725,2.309000015,91.011,3.933,3.371,1.124,0.562,0.0,2.142999887,0.518999994,365.7139893,251.4290009,74.28600311,12.5710001,5.714000225,5.714000225,11.4289999,0.142000005,0.131999999,1.0,0.153999999,0.098999999,0.800000012,0.141000003,0.123999998,0.460000008,0.259000003,0.0,0.0,0.922999978,7.0,0.0
77.txt,130,12,2,62.84700012,2.305999994,87.023,6.87,3.053,2.29,0.763,0.0,2.25,0.768999994,353.8460083,207.6920013,76.92299652,10.83300018,0.0,0.0,23.07699966,0.206,0.163000003,0.726999998,0.0,0.075999998,0.768999994,0.077,0.105999999,0.414000005,0.252999991,0.111000001,0.0,1.0,6.0,4.243000031
77.txt,264,13,3,105.9079971,2.099999905,79.775,10.861,3.371,2.996,1.124,1.124,5.153999805,0.898999989,340.9089966,231.0610046,94.6969986,20.30800056,0.0,0.0,22.72699928,0.096000001,0.082000002,0.416999996,0.25,0.141000003,0.507000029,0.319999993,0.120999999,0.527999997,0.254999995,0.200000003,0.875,0.958000004,6.5,2.121000051
78.txt,257,18,1,76.76599884,2.01699996,85.271,4.651,4.264,2.326,1.938,1.551,2.888999939,0.800000012,346.3039856,214.0079956,124.5139999,14.27799988,3.891000032,3.891000032,11.67300034,0.142000005,0.128999993,0.528999984,0.118000001,0.085000001,0.512000024,0.143999994,0.112000003,0.442999989,0.275999993,0.077,0.125,0.675999999,9.0,1.414000034
78.txt,118,8,2,105.5950012,2.414999962,89.076,5.042,3.361,0.0,2.521,0.0,5.5,0.938000023,296.6099854,228.8139954,50.84700012,14.875,0.0,8.475000381,8.475000381,0.083999999,0.082000002,0.713999987,0.286000013,0.150000006,0.536000013,0.286000013,0.138999999,0.300000012,0.228,0.75,0.5,0.643000007,4.0,2.828000069
78.txt,233,12,3,97.42700195,2.061000109,76.923,11.111,5.556,2.991,1.709,1.281,3.917000055,0.764999986,364.8070068,214.5919952,137.3390045,19.41699982,4.291999817,0.0,21.45899963,0.055,0.064000003,0.545000017,0.545000017,0.173999995,0.646000028,0.368999988,0.159999996,0.488000005,0.270000011,0.5,1.399999976,1.0,6.0,1.414000034
79.txt,196,13,1,98.17099762,2.203999996,87.374,7.576,3.03,1.01,1.01,0.0,3.076999903,0.56099999,336.7349854,239.7960052,107.1429977,15.23099995,0.0,10.20400047,0.0,0.119999997,0.129999995,0.583000004,0.166999996,0.134000003,0.546999991,0.147,0.136000007,0.524999976,0.284999996,0.0,0.25,0.833000004,6.5,0.707000017
79.txt,176,12,2,95.18099976,2.280999899,85.795,8.523,3.409,0.568,0.568,0.568,3.5,0.843999982,306.8179932,227.272995,68.18199921,14.66699982,0.0,5.68200016,11.36400032,0.128999993,0.129999995,0.635999978,0.273000002,0.138999999,0.61500001,0.153999999,0.107000001,0.486000001,0.259000003,1.0,0.5,0.908999979,6.0,1.414000034
79.txt,259,15,3,95.48400116,2.065999985,83.969,8.779,3.817,1.908,1.527,0.0,3.667000055,0.887000024,351.3510132,200.7720032,108.1080017,17.2670002,7.722000122,0.0,19.30500031,0.086000003,0.093999997,0.643000007,0.143000007,0.127000004,0.537,0.104999997,0.098999999,0.504000008,0.245000005,0.25,0.363999993,0.963999987,7.5,0.707000017
8.txt,172,15,1,79.10700226,2.178999901,89.017,6.936,1.734,1.734,0.578,0.0,3.0,0.782000005,348.8370056,250.0,93.02300262,11.46700001,0.0,0.0,23.25600052,0.137999997,0.115000002,0.786000013,0.143000007,0.098999999,0.674000025,0.104999997,0.086000003,0.301999986,0.231999993,0.0,0.125,0.75,7.5,3.536000013
8.txt,155,13,2,64.17299652,2.348999977,90.968,7.097,1.29,0.645,0.0,0.0,2.845999956,0.791999996,348.3869934,251.6130066,64.51599884,11.92300034,0.0,12.90299988,19.35499954,0.114,0.130999997,0.75,0.0,0.142000005,0.652999997,0.119999997,0.123999998,0.550999999,0.282999992,0.0,0.0,0.916999996,6.5,3.536000013
8.txt,242,16,3,73.25099945,2.142999887,79.339,10.744,7.438,0.826,1.24,0.413,5.063000202,0.796999991,359.5039978,206.6119995,115.7020035,15.25,4.131999969,8.263999939,16.52899933,0.119999997,0.098999999,0.866999984,0.467000008,0.214000002,0.610000014,0.31400001,0.166999996,0.572000027,0.312000006,0.400000006,0.625,0.800000012,8.0,0.0
80.txt,155,9,1,74.30500031,2.525000095,89.61,7.143,1.299,0.649,0.649,0.649,4.777999878,0.625,348.3869934,193.5480042,103.2259979,17.33300018,0.0,12.90299988,6.452000141,0.129999995,0.128999993,0.5,0.125,0.150000006,0.527999997,0.305999994,0.191,0.451999992,0.289999992,0.800000012,0.166999996,0.875,4.5,2.121000051
80.txt,157,11,2,79.15699768,2.131000042,85.443,9.494,1.266,2.532,0.633,0.633,4.0,0.935000002,343.9490051,229.298996,89.17199707,14.18200016,0.0,0.0,6.368999958,0.187999994,0.158999994,0.600000024,0.100000001,0.130999997,0.672999978,0.217999995,0.126000002,0.430000007,0.219999999,0.143000007,0.333000004,1.0,5.5,0.707000017
80.txt,292,13,3,92.84700012,2.147000074,82.818,10.653,3.78,1.375,1.031,0.0,5.461999893,0.828000009,339.0409851,246.5749969,116.4380035,22.46199989,3.424999952,3.424999952,27.39699936,0.082000002,0.096000001,0.583000004,0.082999997,0.090000004,0.666999996,0.226999998,0.108999997,0.351999998,0.237000003,0.222000003,0.666999996,0.791999996,6.5,0.707000017
81.txt,186,15,1,80.07499695,2.410000086,88.172,6.989,3.763,0.0,0.538,0.0,3.132999897,0.555999994,344.0859985,301.0750122,75.26899719,12.39999962,0.0,10.75300026,32.25799942,0.164000005,0.135000005,0.5,0.071000002,0.090000004,0.526000023,0.083999999,0.075000003,0.386999995,0.268999994,0.125,0.286000013,0.786000013,7.5,2.121000051
81.txt,244,20,2,96.09400177,2.280999899,89.157,6.426,2.811,0.0,1.606,0.0,3.75,0.728999972,327.868988,229.5079956,98.36100006,12.25,0.0,4.09800005,20.49200058,0.163000003,0.143000007,0.421000004,0.0,0.067000002,0.448000014,0.068999998,0.055,0.377999991,0.248999998,0.307999998,0.600000024,0.815999985,10.0,2.828000069
81.txt,243,12,3,103.461998,2.084000111,81.707,9.35,6.098,1.22,1.626,0.0,6.083000183,0.851000011,320.9880066,238.6829987,82.30500031,20.25,8.229999542,8.229999542,20.57600021,0.086999997,0.097000003,0.818000019,0.363999993,0.174999997,0.676999986,0.231000006,0.136999995,0.388000011,0.247999996,0.222000003,0.713999987,0.908999979,6.0,1.414000034
82.txt,229,18,1,108.9779968,2.217000008,83.406,12.227,3.057,0.437,0.437,0.0,4.0,0.513999999,353.7120056,227.0740051,100.4369965,12.72200012,4.367000103,4.367000103,13.10000038,0.128000006,0.107000001,0.588,0.175999999,0.134000003,0.416000009,0.079999998,0.092,0.437999994,0.256999999,0.090999998,0.333000004,0.764999986,9.0,1.414000034
82.txt,178,12,2,74.06400299,2.424000025,87.222,6.667,3.333,0.556,1.111,0.556,2.417000055,0.672999978,348.3150024,252.8090057,78.65200043,14.83300018,0.0,0.0,33.70800018,0.086999997,0.083999999,0.635999978,0.090999998,0.090999998,0.569000006,0.137999997,0.109999999,0.456,0.259000003,0.0,0.0,0.864000022,6.0,2.828000069
82.txt,289,16,3,90.67700195,2.032000065,80.903,9.722,5.556,1.042,2.778,0.0,7.188000202,0.850000024,352.9410095,256.0549927,100.3460007,18.06299973,0.0,3.460000038,20.76099968,0.136000007,0.130999997,0.467000008,0.333000004,0.083999999,0.419,0.229000002,0.101000004,0.356999993,0.247999996,0.5,0.455000013,0.933000028,8.0,0.0
83.txt,195,15,1,76.37400055,2.448999882,92.386,4.061,2.03,1.015,0.508,0.0,3.26699996,0.509000003,292.3080139,276.9230042,87.17900085,13.13300037,0.0,15.38500023,5.127999783,0.162,0.136999995,0.786000013,0.143000007,0.131999999,0.632000029,0.136999995,0.133000001,0.293000013,0.277999997,0.25,0.200000003,0.75,7.5,0.707000017
83.txt,191,20,2,75.53900146,2.329999924,90.206,3.093,3.093,1.546,1.546,0.0,2.799999952,0.467999995,361.2569885,277.4869995,94.24099731,9.550000191,5.236000061,0.0,26.1779995,0.157000005,0.155000001,0.578999996,0.0,0.120999999,0.428000003,0.075999998,0.092,0.412999988,0.26699999,0.153999999,0.214000002,0.921000004,10.0,5.657000065
83.txt,194,11,3,108.8320007,2.019999981,82.653,8.163,4.592,1.531,2.551,0.51,4.09100008,0.860000014,350.5150146,211.3399963,82.47399902,17.63599968,5.15500021,0.0,15.46399975,0.101999998,0.107000001,0.600000024,0.0,0.085000001,0.617999971,0.164000005,0.104000002,0.572000027,0.238999993,0.333000004,0.375,0.800000012,5.5,2.121000051
84.txt,214,15,1,74.3219986,2.434999943,89.72,5.14,3.738,0.467,0.935,0.0,2.867000103,0.58099997,364.4859924,252.3359985,88.78500366,14.2670002,0.0,0.0,23.36400032,0.115999997,0.119000003,0.42899999,0.143000007,0.103,0.411000013,0.115999997,0.101999998,0.423999995,0.273000002,0.625,0.5,0.92900002,7.5,2.121000051
84.txt,164,12,2,64.81800079,2.332999945,86.826,8.383,2.994,1.198,0.599,0.0,3.082999945,0.680999994,310.9760132,237.8049927,97.56099701,13.66699982,6.09800005,0.0,12.19499969,0.172999993,0.142000005,0.726999998,0.090999998,0.071999997,0.630999982,0.108000003,0.061999999,0.400000006,0.206,0.42899999,0.666999996,0.954999983,6.0,1.414000034
84.txt,233,14,3,83.23799896,2.190999985,84.052,9.052,2.586,2.586,0.862,0.0,5.356999874,0.646000028,300.4289856,231.7599945,133.0469971,16.64299965,4.291999817,8.583999634,17.16699982,0.082999997,0.086999997,0.691999972,0.153999999,0.128000006,0.647000015,0.141000003,0.119999997,0.463999987,0.240999997,0.143000007,0.222000003,0.691999972,7.0,1.414000034
85.txt,257,23,1,74.48799896,2.371000051,88.506,6.897,2.682,1.149,0.383,0.383,2.086999893,0.680999994,291.82901,260.7000122,62.25699997,11.17399979,0.0,0.0,15.56400013,0.126000002,0.160999998,0.591000021,0.181999996,0.123999998,0.593999982,0.153999999,0.104000002,0.550999999,0.286000013,0.294,0.416999996,0.885999978,11.5,0.707000017
85.txt,181,13,2,65.69599915,2.315000057,84.699,8.743,3.825,1.093,0.0,1.639,4.308000088,0.583000004,292.8179932,303.8670044,77.34799957,14.0,5.525000095,11.05000019,49.72399902,0.149000004,0.152999997,0.5,0.082999997,0.101000004,0.693000019,0.133000001,0.140000001,0.337000012,0.264999986,0.286000013,0.200000003,1.0,6.5,0.707000017
85.txt,234,20,3,91.36499786,2.285000086,85.169,8.051,3.814,1.695,0.847,0.424,3.400000095,0.600000024,363.2479858,200.8549957,102.564003,11.69999981,0.0,17.09399986,25.64100075,0.175999999,0.167999998,0.421000004,0.210999995,0.068000004,0.358999997,0.116999999,0.112999998,0.414999992,0.270000011,0.111000001,0.286000013,0.788999975,10.0,2.828000069
86.txt,223,17,1,84.14800262,2.338999987,88.393,7.143,0.446,2.679,0.893,0.0,3.411999941,0.486000001,363.2290039,246.6369934,107.6230011,13.11800003,0.0,0.0,13.45300007,0.133000001,0.130999997,0.625,0.063000001,0.082999997,0.609000027,0.035,0.086000003,0.388000011,0.256000012,0.231000006,0.231000006,0.906000018,8.5,0.707000017
86.txt,231,10,2,98.83999634,1.89199996,76.395,12.017,4.721,3.004,1.288,1.716,5.699999809,0.949000001,324.6749878,177.4889984,121.211998,23.20000076,0.0,4.328999996,12.98700047,0.079000004,0.072999999,0.555999994,0.0,0.067000002,0.73299998,0.133000001,0.126000002,0.404000014,0.238999993,0.42899999,0.600000024,1.0,5.0,1.414000034
86.txt,251,14,3,80.28399658,2.056999922,81.818,8.696,5.138,2.767,1.186,0.395,6.0,0.845000029,326.6929932,223.1080017,95.61799622,17.92900085,3.983999968,0.0,15.93599987,0.119000003,0.108000003,0.846000016,0.153999999,0.111000001,0.859000027,0.187999994,0.119000003,0.444999993,0.252000004,0.300000012,0.444000006,1.0,7.0,1.414000034
87.txt,211,18,1,105.2509995,2.332999945,84.507,7.512,5.164,1.408,0.469,0.469,2.944000006,0.5,279.6210022,274.8819885,113.7440033,11.72200012,0.0,4.738999844,18.95700073,0.157000005,0.167999998,0.588,0.059,0.100000001,0.519999981,0.056000002,0.115000002,0.456999987,0.259000003,0.200000003,0.200000003,0.882000029,9.0,0.0
87.txt,253,14,2,92.12999725,1.84800005,76.562,6.25,8.594,3.125,2.734,2.344,3.713999987,0.845000029,351.7789917,225.2960052,118.5770035,18.14299965,3.953000069,3.953000069,39.52600098,0.074000001,0.100000001,0.537999988,0.153999999,0.112000003,0.541000009,0.200000003,0.151999995,0.507000029,0.263000011,0.143000007,0.222000003,0.808000028,7.0,0.0
87.txt,246,17,3,105.7369995,2.023999929,80.321,10.04,4.418,2.811,2.008,0.402,5.176000118,0.949999988,284.553009,252.0330048,81.3010025,14.47099972,8.130000114,12.19499969,28.45499992,0.108000003,0.109999999,0.312999994,0.063000001,0.068999998,0.312999994,0.112999998,0.067000002,0.497999996,0.25,0.0,0.0,0.813000023,8.5,3.536000013
88.txt,167,10,1,107.5680008,2.082000017,84.337,6.627,3.012,1.205,4.217,0.0,5.599999905,0.68900001,323.3529968,233.5330048,83.83200073,16.70000076,5.987999916,0.0,17.9640007,0.111000001,0.105999999,0.888999999,0.0,0.128000006,0.911000013,0.133000001,0.162,0.347000003,0.256999999,0.143000007,1.0,1.0,5.0,4.243000031
88.txt,225,15,2,110.098999,1.980000019,74.554,11.607,8.036,1.786,2.232,2.338,3.73300004,1.085000038,328.8890076,204.4440002,93.33300018,14.86699963,4.443999767,4.443999767,4.443999767,0.137999997,0.126000002,0.5,0.071000002,0.089000002,0.347000003,0.063000001,0.064999998,0.381999999,0.215000004,0.111000001,0.111000001,0.786000013,7.5,2.121000051
88.txt,245,16,3,132.0299988,2.094000101,79.032,10.081,6.855,1.613,2.419,0.0,2.687999964,0.680999994,334.6940002,212.2449951,97.95899963,15.375,0.0,4.081999779,4.081999779,0.075999998,0.068000004,0.467000008,0.200000003,0.111000001,0.342999995,0.151999995,0.071999997,0.372999996,0.238000005,0.333000004,0.5,0.866999984,8.0,5.657000065
89.txt,168,15,1,69.35800171,2.375999928,88.824,5.882,1.176,2.353,0.0,0.588,3.26699996,0.555999994,357.1430054,232.1430054,83.33300018,11.19999981,5.952000141,0.0,11.90499973,0.211999997,0.173999995,0.57099998,0.071000002,0.131999999,0.632000029,0.083999999,0.127000004,0.629999995,0.296999991,0.444000006,0.444000006,0.893000007,7.5,0.707000017
89.txt,230,17,2,111.3069992,2.028000116,77.155,11.207,5.172,3.879,1.724,0.862,3.881999969,0.621999979,391.3039856,186.9570007,117.3909988,13.52900028,0.0,4.34800005,4.34800005,0.141000003,0.115000002,0.375,0.063000001,0.068000004,0.321999997,0.086999997,0.089000002,0.483999997,0.228,0.222000003,0.25,0.843999982,8.5,3.536000013
89.txt,277,15,3,143.1779938,1.970999956,77.338,8.273,6.115,2.878,1.799,2.878,3.867000103,0.694000006,371.8410034,227.4369965,115.5230026,18.46699905,3.609999895,10.82999992,14.43999958,0.085000001,0.072999999,0.5,0.071000002,0.097999997,0.558000028,0.158000007,0.086000003,0.368999988,0.223000005,0.181999996,0.856999993,0.856999993,7.5,3.536000013
9.txt,195,14,1,97.65799713,2.332000017,86.735,8.673,2.041,0.0,1.531,1.02,2.642999887,0.643000007,333.3330078,246.154007,117.9489975,14.0,5.127999783,5.127999783,10.25599957,0.114,0.111000001,0.61500001,0.153999999,0.115999997,0.600000024,0.105999999,0.109999999,0.333999991,0.261999995,0.143000007,0.273000002,0.88499999,7.0,4.243000031
9.txt,133,10,2,69.71499634,2.246999979,85.606,7.576,4.545,0.758,0.758,0.758,4.699999809,0.871999979,353.3829956,203.0079956,120.3010025,13.30000019,7.519000053,0.0,22.55599976,0.201000005,0.185000002,0.777999997,0.222000003,0.136000007,0.800000012,0.178000003,0.129999995,0.456999987,0.238000005,0.25,0.222000003,0.777999997,5.0,1.414000034
9.txt,180,14,3,105.8420029,2.40199995,87.293,6.077,3.315,1.105,0.552,0.552,4.5,0.728999972,311.1109924,238.8890076,72.22200012,12.9289999,0.0,16.66699982,22.22200012,0.128000006,0.122000001,0.61500001,0.0,0.071999997,0.552999973,0.071000002,0.107000001,0.439999998,0.254000008,0.166999996,0.375,0.808000028,7.0,1.414000034
90.txt,191,16,1,80.32700348,2.309000015,86.667,8.718,2.564,1.026,1.026,0.0,2.562999964,0.67900002,350.7850037,230.3659973,109.947998,12.0,0.0,5.236000061,15.70699978,0.135000005,0.136999995,0.467000008,0.26699999,0.092,0.370999992,0.162,0.068999998,0.379000008,0.246999994,0.111000001,0.25,0.899999976,8.0,2.828000069
90.txt,229,17,2,98.9240036,2.01699996,79.565,6.957,8.696,2.609,0.87,0.435,2.765000105,1.016000032,314.4100037,205.2400055,91.70300293,13.47099972,0.0,0.0,8.734000206,0.115999997,0.112999998,0.375,0.0,0.061000001,0.330000013,0.122000001,0.086000003,0.531000018,0.231999993,0.100000001,0.200000003,0.906000018,8.5,3.536000013
90.txt,251,10,3,124.3479996,2.048000097,73.81,11.905,5.556,4.365,1.19,1.19,10.19999981,1.202999949,330.677002,167.3309937,99.60199738,25.10000038,3.983999968,11.95199966,19.92000008,0.078000002,0.090999998,0.555999994,0.333000004,0.138999999,0.421999991,0.377999991,0.104000002,0.48300001,0.252999991,0.222000003,1.667000055,0.777999997,5.0,0.0
91.txt,143,14,1,94.57900238,2.280999899,83.448,8.966,3.448,2.069,0.69,1.38,3.142999887,0.532000005,363.6359863,286.7130127,83.91600037,10.28600025,0.0,6.993000031,13.98600006,0.207000002,0.208000004,0.38499999,0.153999999,0.083999999,0.493999988,0.141000003,0.115999997,0.379000008,0.263000011,0.125,0.100000001,0.808000028,7.0,1.414000034
91.txt,244,10,2,96.05899811,1.932999969,80.081,6.911,7.317,1.626,2.033,1.22,9.399999619,1.0,319.6719971,229.5079956,86.06600189,24.39999962,0.0,4.09800005,28.68899918,0.079999998,0.079000004,0.666999996,0.0,0.153999999,0.68900001,0.156000003,0.174999997,0.469999999,0.270000011,0.333000004,1.0,0.777999997,5.0,0.0
91.txt,243,9,3,85.65599823,1.730999947,72.653,9.388,7.347,3.673,3.265,3.264,8.555999756,1.031000018,337.4490051,193.4160004,106.9960022,27.0,0.0,4.114999771,12.34599972,0.077,0.086000003,0.75,0.125,0.234999999,0.666999996,0.222000003,0.210999995,0.439999998,0.263999999,0.200000003,0.833000004,0.75,4.5,0.707000017
92.txt,267,20,1,115.9349976,2.411999941,89.434,7.547,1.887,0.377,0.377,0.0,3.700000048,0.796999991,325.8429871,235.9550018,67.41600037,13.35000038,0.0,7.491000175,26.21699905,0.092,0.107000001,0.316000015,0.104999997,0.085000001,0.421000004,0.144999996,0.088,0.405000001,0.261999995,0.5,0.5,0.842000008,10.0,4.243000031
92.txt,221,12,2,91.31999969,2.255000114,83.408,7.623,4.036,2.691,1.345,0.896,3.75,0.897000015,312.2170105,266.9679871,49.77399826,18.41699982,0.0,0.0,27.14900017,0.085000001,0.090999998,0.455000013,0.363999993,0.133000001,0.414999992,0.261999995,0.125,0.558000028,0.273999989,0.143000007,0.5,1.0,6.0,1.414000034
92.txt,237,11,3,91.33899689,2.09100008,81.933,8.824,5.042,1.681,1.681,0.84,5.90899992,1.085999966,316.4559937,189.8730011,71.73000336,21.54500008,4.218999863,4.218999863,8.43900013,0.050000001,0.039000001,0.699999988,0.200000003,0.090999998,0.490999997,0.217999995,0.104999997,0.513999999,0.25,0.0,0.200000003,0.949999988,5.5,2.121000051
93.txt,223,20,1,88.85900116,2.322999954,84.821,8.036,3.571,2.232,0.446,0.892,2.150000095,0.550999999,358.743988,251.1210022,85.20200348,11.19999981,0.0,8.968999863,26.90600014,0.167999998,0.148000002,0.632000029,0.0,0.078000002,0.586000025,0.082999997,0.092,0.657999992,0.287999988,0.57099998,0.25,0.973999977,10.0,1.414000034
93.txt,260,15,2,92.61000061,2.134000063,81.609,9.579,3.831,3.448,1.149,0.383,3.599999905,0.763999999,346.1539917,257.6919861,111.538002,17.33300018,3.845999956,7.691999912,30.7689991,0.105999999,0.085000001,0.713999987,0.071000002,0.089000002,0.778999984,0.167999998,0.119999997,0.423999995,0.270999998,0.25,0.375,0.856999993,7.5,3.536000013
93.txt,292,22,3,91.26499939,2.207000017,86.149,7.095,5.068,0.338,1.014,0.0,3.0,0.787999988,304.7950134,229.4519958,92.46600342,13.27299976,0.0,0.0,17.12299919,0.115000002,0.101999998,0.476000011,0.048,0.088,0.460999995,0.097000003,0.097000003,0.555999994,0.268000007,0.200000003,0.231000006,0.92900002,11.0,2.828000069
